payment_id,policy_number,transaction_date,paid_amount
p-00011968,Policy-000996,9/8/2018,55297.5
p-00011969,Policy-0001046,8/16/2018,55297.5
p-00011970,Policy-0001046,2/16/2019,55297.5
p-00011971,Policy-0001046,8/16/2019,55297.5
p-00011972,Policy-0001046,2/16/2020,55297.5
p-00011973,Policy-0001046,8/16/2020,55297.5
p-00011974,Policy-0001046,2/16/2021,55297.5
p-00011975,Policy-0001073,2/13/2018,55297.5
p-00011976,Policy-0001073,8/13/2018,55297.5
p-00011977,Policy-0001200,8/2/2018,55297.5
p-00011978,Policy-0001200,2/2/2019,55297.5
p-00011979,Policy-0001200,8/2/2019,55297.5
p-00011980,Policy-0001200,2/2/2020,55297.5
p-00011981,Policy-0001200,8/2/2020,55297.5
p-00011982,Policy-0001200,2/2/2021,55297.5
p-00011983,Policy-00016,1/3/2018,35040
p-00011984,Policy-00016,7/3/2018,35040
p-00011985,Policy-00016,1/3/2019,35040
p-00011986,Policy-00016,7/3/2019,35040
p-00011987,Policy-00016,1/3/2020,35040
p-00011988,Policy-00016,7/3/2020,35040
p-00011989,Policy-00031,2/12/2018,35040
p-00011990,Policy-00031,8/12/2018,35040
p-00011991,Policy-00031,2/12/2019,35040
p-00011992,Policy-00031,8/12/2019,35040
p-00011993,Policy-00031,2/12/2020,35040
p-00011994,Policy-00031,8/12/2020,35040
p-00011995,Policy-00054,7/3/2018,35040
p-00011996,Policy-00054,1/3/2019,35040
p-00011997,Policy-00054,7/3/2019,35040
p-00011998,Policy-00054,1/3/2020,35040
p-00011999,Policy-00054,7/3/2020,35040
p-00012000,Policy-00054,1/3/2021,35040
p-00012001,Policy-00074,3/6/2018,35040
p-00012002,Policy-00074,9/6/2018,35040
p-00012003,Policy-00074,3/6/2019,35040
p-00012004,Policy-00074,9/6/2019,35040
p-00012005,Policy-00074,3/6/2020,35040
p-00012006,Policy-00074,9/6/2020,35040
p-00012007,Policy-00087,2/24/2018,35040
p-00012008,Policy-00087,8/24/2018,35040
p-00012009,Policy-000116,3/2/2018,35040
p-00012010,Policy-000116,9/2/2018,35040
p-00012011,Policy-000121,8/21/2018,35040
p-00012012,Policy-000121,2/21/2019,35040
p-00012013,Policy-000157,3/9/2018,35040
p-00012014,Policy-000157,9/9/2018,35040
p-00012015,Policy-000177,3/24/2018,35040
p-00012016,Policy-000177,9/24/2018,35040
p-00012017,Policy-000205,6/8/2018,35040
p-00012018,Policy-000205,12/8/2018,35040
p-00012019,Policy-000205,6/8/2019,35040
p-00012020,Policy-000205,12/8/2019,35040
p-00012021,Policy-000205,6/8/2020,35040
p-00012022,Policy-000205,12/8/2020,35040
p-00012023,Policy-000211,5/26/2018,35040
p-00012024,Policy-000211,11/26/2018,35040
p-00012025,Policy-000222,4/15/2018,35040
p-00012026,Policy-000222,10/15/2018,35040
p-00012027,Policy-000222,4/15/2019,35040
p-00012028,Policy-000222,10/15/2019,35040
p-00012029,Policy-000222,4/15/2020,35040
p-00012030,Policy-000222,10/15/2020,35040
p-00012031,Policy-000242,5/19/2018,35040
p-00012032,Policy-000242,11/19/2018,35040
p-00012033,Policy-000300,9/16/2018,35040
p-00012035,Policy-000300,9/16/2019,35040
p-00012036,Policy-000300,3/16/2020,35040
p-00012037,Policy-000300,9/16/2020,35040
p-00012038,Policy-000300,3/16/2021,35040
p-00012039,Policy-000316,5/8/2018,35040
p-00012040,Policy-000316,11/8/2018,35040
p-00012041,Policy-000316,5/8/2019,35040
p-00012042,Policy-000316,11/8/2019,35040
p-00012043,Policy-000316,5/8/2020,35040
p-00012044,Policy-000316,11/8/2020,35040
p-00012045,Policy-000343,5/25/2018,35040
p-00012046,Policy-000343,11/25/2018,35040
p-00012047,Policy-000345,8/26/2018,35040
p-00012048,Policy-000345,2/26/2019,35040
p-00012049,Policy-000345,8/26/2019,35040
p-00012050,Policy-000345,2/26/2020,35040
p-00012051,Policy-000345,8/26/2020,35040
p-00012052,Policy-000345,2/26/2021,35040
p-00012053,Policy-000368,8/19/2018,35040
p-00012054,Policy-000368,2/19/2019,35040
p-00012055,Policy-000383,2/5/2018,35040
p-00012056,Policy-000383,8/5/2018,35040
p-00012057,Policy-000387,7/13/2018,35040
p-00012058,Policy-000387,1/13/2019,35040
p-00012059,Policy-000427,3/2/2018,35040
p-00012060,Policy-000427,9/2/2018,35040
p-00012061,Policy-000427,3/2/2019,35040
p-00012062,Policy-000427,9/2/2019,35040
p-00012063,Policy-000427,3/2/2020,35040
p-00012064,Policy-000427,9/2/2020,35040
p-00012065,Policy-000437,5/8/2018,35040
p-00012066,Policy-000437,11/8/2018,35040
p-00012067,Policy-000445,1/28/2018,35040
p-00012068,Policy-000445,7/28/2018,35040
p-00012069,Policy-000445,1/28/2019,35040
p-00012070,Policy-000445,7/28/2019,35040
p-00012071,Policy-000445,1/28/2020,35040
p-00012072,Policy-000445,7/28/2020,35040
p-00012073,Policy-000470,5/21/2018,35040
p-00012074,Policy-000470,11/21/2018,35040
p-00012075,Policy-000470,5/21/2019,35040
p-00012076,Policy-000470,11/21/2019,35040
p-00012077,Policy-000470,5/21/2020,35040
p-00012078,Policy-000470,11/21/2020,35040
p-00012079,Policy-000473,6/19/2018,35040
p-00012080,Policy-000473,12/19/2018,35040
p-00012081,Policy-000500,6/1/2018,35040
p-00012082,Policy-000500,12/1/2018,35040
p-00012083,Policy-000500,6/1/2019,35040
p-00012084,Policy-000500,12/1/2019,35040
p-00012085,Policy-000500,6/1/2020,35040
p-00012086,Policy-000500,12/1/2020,35040
p-00012087,Policy-000502,7/28/2018,35040
p-00012088,Policy-000502,1/28/2019,35040
p-00012089,Policy-000502,7/28/2019,35040
p-00012090,Policy-000502,1/28/2020,35040
p-00012091,Policy-000502,7/28/2020,35040
p-00012092,Policy-000502,1/28/2021,35040
p-00012093,Policy-000508,5/19/2018,35040
p-00012094,Policy-000508,11/19/2018,35040
p-00012095,Policy-000555,2/26/2018,35040
p-00012096,Policy-000555,8/26/2018,35040
p-00012097,Policy-000609,8/12/2018,35040
p-00012098,Policy-000609,2/12/2019,35040
p-00012099,Policy-000615,7/22/2018,35040
p-00012100,Policy-000615,1/22/2019,35040
p-00012101,Policy-000615,7/22/2019,35040
p-00012102,Policy-000615,1/22/2020,35040
p-00012103,Policy-000615,7/22/2020,35040
p-00012104,Policy-000615,1/22/2021,35040
p-00012105,Policy-000632,3/6/2018,35040
p-00012106,Policy-000632,9/6/2018,35040
p-00012107,Policy-000648,4/19/2018,35040
p-00012108,Policy-000648,10/19/2018,35040
p-00012109,Policy-000667,7/1/2018,35040
p-00012110,Policy-000667,1/1/2019,35040
p-00012111,Policy-000667,7/1/2019,35040
p-00012112,Policy-000667,1/1/2020,35040
p-00012113,Policy-000667,7/1/2020,35040
p-00012114,Policy-000667,1/1/2021,35040
p-00012115,Policy-000677,6/28/2018,35040
p-00012116,Policy-000677,12/28/2018,35040
p-00012117,Policy-000681,3/27/2018,35040
p-00012118,Policy-000681,9/27/2018,35040
p-00012119,Policy-000684,5/13/2018,35040
p-00012120,Policy-000684,11/13/2018,35040
p-00012121,Policy-000693,1/23/2018,35040
p-00012122,Policy-000693,7/23/2018,35040
p-00012123,Policy-000693,1/23/2019,35040
p-00012124,Policy-000693,7/23/2019,35040
p-00012125,Policy-000693,1/23/2020,35040
p-00012126,Policy-000693,7/23/2020,35040
p-00012127,Policy-000701,9/14/2018,35040
p-00012128,Policy-000701,3/14/2019,35040
p-00012129,Policy-000701,9/14/2019,35040
p-00012130,Policy-000701,3/14/2020,35040
p-00012131,Policy-000701,9/14/2020,35040
p-00012132,Policy-000701,3/14/2021,35040
p-00012133,Policy-000732,5/27/2018,35040
p-00012134,Policy-000732,11/27/2018,35040
p-00012135,Policy-000732,5/27/2019,35040
p-00012136,Policy-000732,11/27/2019,35040
p-00012137,Policy-000732,5/27/2020,35040
p-00012138,Policy-000732,11/27/2020,35040
p-00012139,Policy-000748,3/20/2018,35040
p-00012140,Policy-000748,9/20/2018,35040
p-00012141,Policy-000765,5/7/2018,35040
p-00012142,Policy-000765,11/7/2018,35040
p-00012143,Policy-000771,5/14/2018,35040
p-00012144,Policy-000771,11/14/2018,35040
p-00012145,Policy-000771,5/14/2019,35040
p-00012146,Policy-000771,11/14/2019,35040
p-00012147,Policy-000771,5/14/2020,35040
p-00012148,Policy-000771,11/14/2020,35040
p-00012149,Policy-000784,7/11/2018,35040
p-00012150,Policy-000784,1/11/2019,35040
p-00012151,Policy-000809,2/3/2018,35040
p-00012152,Policy-000809,8/3/2018,35040
p-00012153,Policy-000814,7/20/2018,35040
p-00012154,Policy-000814,1/20/2019,35040
p-00012155,Policy-000819,8/12/2018,35040
p-00012156,Policy-000819,2/12/2019,35040
p-00012157,Policy-000823,6/5/2018,35040
p-00012158,Policy-000823,12/5/2018,35040
p-00012159,Policy-000825,6/1/2018,35040
p-00012160,Policy-000825,12/1/2018,35040
p-00012161,Policy-000934,4/24/2018,35040
p-00012162,Policy-000934,10/24/2018,35040
p-00012163,Policy-000934,4/24/2019,35040
p-00012164,Policy-000934,10/24/2019,35040
p-00012165,Policy-000934,4/24/2020,35040
p-00012166,Policy-000934,10/24/2020,35040
p-00012167,Policy-000939,2/13/2018,35040
p-00012168,Policy-000939,8/13/2018,35040
p-00012169,Policy-000939,2/13/2019,35040
p-00012170,Policy-000939,8/13/2019,35040
p-00012171,Policy-000939,2/13/2020,35040
p-00012172,Policy-000939,8/13/2020,35040
p-00012173,Policy-000967,7/20/2018,35040
p-00012174,Policy-000967,1/20/2019,35040
p-00012175,Policy-000967,7/20/2019,35040
p-00012176,Policy-000967,1/20/2020,35040
p-00012177,Policy-000967,7/20/2020,35040
p-00012178,Policy-000967,1/20/2021,35040
p-00012179,Policy-000977,7/6/2018,35040
p-00012180,Policy-000977,1/6/2019,35040
p-00012181,Policy-000989,3/19/2018,35040
p-00012182,Policy-000989,9/19/2018,35040
p-00012183,Policy-000989,3/19/2019,35040
p-00012184,Policy-000989,9/19/2019,35040
p-00012185,Policy-000989,3/19/2020,35040
p-00012186,Policy-000989,9/19/2020,35040
p-00012187,Policy-0001056,3/26/2018,35040
p-00012188,Policy-0001056,9/26/2018,35040
p-00012189,Policy-0001056,3/26/2019,35040
p-00012190,Policy-0001056,9/26/2019,35040
p-00012191,Policy-0001056,3/26/2020,35040
p-00012192,Policy-0001056,9/26/2020,35040
p-00012193,Policy-0001092,1/15/2018,35040
p-00012194,Policy-0001092,7/15/2018,35040
p-00012195,Policy-0001094,4/2/2018,35040
p-00012196,Policy-0001094,10/2/2018,35040
p-00012197,Policy-0001101,2/3/2018,35040
p-00012198,Policy-0001101,8/3/2018,35040
p-00012199,Policy-0001108,6/1/2018,35040
p-00012200,Policy-0001108,12/1/2018,35040
p-00012201,Policy-0001108,6/1/2019,35040
p-00012202,Policy-0001108,12/1/2019,35040
p-00012203,Policy-0001108,6/1/2020,35040
p-00012204,Policy-0001108,12/1/2020,35040
p-00012205,Policy-0001113,8/5/2018,35040
p-00012206,Policy-0001113,2/5/2019,35040
p-00012207,Policy-0001145,1/11/2018,35040
p-00012208,Policy-0001145,7/11/2018,35040
p-00012209,Policy-0001151,9/18/2018,35040
p-00012210,Policy-0001151,3/18/2019,35040
p-00012211,Policy-0001151,9/18/2019,35040
p-00012212,Policy-0001151,3/18/2020,35040
p-00012213,Policy-0001151,9/18/2020,35040
p-00012214,Policy-0001151,3/18/2021,35040
p-00012215,Policy-0001208,1/16/2018,35040
p-00012216,Policy-0001208,7/16/2018,35040
p-00012217,Policy-0001212,6/15/2018,35040
p-00012218,Policy-0001212,12/15/2018,35040
p-00012219,Policy-0001212,6/15/2019,35040
p-00012220,Policy-0001212,12/15/2019,35040
p-00012221,Policy-0001212,6/15/2020,35040
p-00012222,Policy-0001212,12/15/2020,35040
p-00012223,Policy-00017,7/10/2018,84315
p-00012224,Policy-00017,1/10/2019,84315
p-00012225,Policy-00017,7/10/2019,84315
p-00012226,Policy-00017,1/10/2020,84315
p-00012227,Policy-00017,7/10/2020,84315
p-00012228,Policy-00017,1/10/2021,84315
p-00012229,Policy-00021,6/16/2018,84315
p-00012230,Policy-00021,12/16/2018,84315
p-00012231,Policy-00021,6/16/2019,84315
p-00012232,Policy-00021,12/16/2019,84315
p-00012233,Policy-00021,6/16/2020,84315
p-00012234,Policy-00021,12/16/2020,84315
p-00012235,Policy-00049,8/13/2018,84315
p-00012236,Policy-00049,2/13/2019,84315
p-00012237,Policy-00049,8/13/2019,84315
p-00012238,Policy-00049,2/13/2020,84315
p-00012239,Policy-00049,8/13/2020,84315
p-00012240,Policy-00049,2/13/2021,84315
p-00012241,Policy-00052,6/27/2018,84315
p-00012242,Policy-00052,12/27/2018,84315
p-00012243,Policy-00075,7/13/2018,84315
p-00012244,Policy-00075,1/13/2019,84315
p-00012245,Policy-00098,5/3/2018,84315
p-00012246,Policy-00098,11/3/2018,84315
p-00012247,Policy-00098,5/3/2019,84315
p-00012248,Policy-00098,11/3/2019,84315
p-00012249,Policy-00098,5/3/2020,84315
p-00012250,Policy-00098,11/3/2020,84315
p-00012251,Policy-000100,3/10/2018,84315
p-00012252,Policy-000100,9/10/2018,84315
p-00012253,Policy-000139,3/10/2018,84315
p-00012254,Policy-000139,9/10/2018,84315
p-00012255,Policy-000165,7/27/2018,84315
p-00012256,Policy-000165,1/27/2019,84315
p-00012257,Policy-000165,7/27/2019,84315
p-00012258,Policy-000165,1/27/2020,84315
p-00012259,Policy-000165,7/27/2020,84315
p-00012260,Policy-000165,1/27/2021,84315
p-00012261,Policy-000193,9/6/2018,84315
p-00012262,Policy-000193,3/6/2019,84315
p-00012263,Policy-000193,9/6/2019,84315
p-00012264,Policy-000193,3/6/2020,84315
p-00012265,Policy-000193,9/6/2020,84315
p-00012266,Policy-000193,3/6/2021,84315
p-00012267,Policy-000203,1/19/2018,84315
p-00012268,Policy-000203,7/19/2018,84315
p-00012269,Policy-000207,2/28/2018,84315
p-00012270,Policy-000207,8/28/2018,84315
p-00012271,Policy-000207,2/28/2019,84315
p-00012272,Policy-000207,8/28/2019,84315
p-00012273,Policy-000207,2/28/2020,84315
p-00012274,Policy-000207,8/28/2020,84315
p-00012275,Policy-000215,4/8/2018,84315
p-00012276,Policy-000215,10/8/2018,84315
p-00012277,Policy-000257,4/14/2018,84315
p-00012278,Policy-000257,10/14/2018,84315
p-00012279,Policy-000292,8/17/2018,84315
p-00012280,Policy-000292,2/17/2019,84315
p-00012281,Policy-000331,5/3/2018,84315
p-00012282,Policy-000331,11/3/2018,84315
p-00012283,Policy-000331,5/3/2019,84315
p-00012284,Policy-000331,11/3/2019,84315
p-00012285,Policy-000331,5/3/2020,84315
p-00012286,Policy-000331,11/3/2020,84315
p-00012287,Policy-000333,5/21/2018,84315
p-00012288,Policy-000333,11/21/2018,84315
p-00012289,Policy-000333,5/21/2019,84315
p-00012290,Policy-000333,11/21/2019,84315
p-00012291,Policy-000333,5/21/2020,84315
p-00012292,Policy-000333,11/21/2020,84315
p-00012293,Policy-000384,8/18/2018,84315
p-00012294,Policy-000384,2/18/2019,84315
p-00012295,Policy-000384,8/18/2019,84315
p-00012296,Policy-000384,2/18/2020,84315
p-00012297,Policy-000384,8/18/2020,84315
p-00012298,Policy-000384,2/18/2021,84315
p-00012299,Policy-000418,5/4/2018,84315
p-00012300,Policy-000418,11/4/2018,84315
p-00012301,Policy-000418,5/4/2019,84315
p-00012302,Policy-000418,11/4/2019,84315
p-00012303,Policy-000418,5/4/2020,84315
p-00012304,Policy-000418,11/4/2020,84315
p-00012305,Policy-000428,2/9/2018,84315
p-00012306,Policy-000428,8/9/2018,84315
p-00012307,Policy-000448,9/1/2018,84315
p-00012308,Policy-000448,3/1/2019,84315
p-00012309,Policy-000455,4/20/2018,84315
p-00012310,Policy-000455,10/20/2018,84315
p-00012311,Policy-000457,2/13/2018,84315
p-00012312,Policy-000457,8/13/2018,84315
p-00012313,Policy-000457,2/13/2019,84315
p-00012314,Policy-000457,8/13/2019,84315
p-00012315,Policy-000457,2/13/2020,84315
p-00012316,Policy-000457,8/13/2020,84315
p-00012317,Policy-000459,8/6/2018,84315
p-00012318,Policy-000459,2/6/2019,84315
p-00012319,Policy-000495,9/16/2018,84315
p-00012320,Policy-000495,3/16/2019,84315
p-00012321,Policy-000553,3/4/2018,84315
p-00012322,Policy-000553,9/4/2018,84315
p-00012323,Policy-000553,3/4/2019,84315
p-00012324,Policy-000553,9/4/2019,84315
p-00012325,Policy-000553,3/4/2020,84315
p-00012326,Policy-000553,9/4/2020,84315
p-00012327,Policy-000564,3/7/2018,84315
p-00012328,Policy-000564,9/7/2018,84315
p-00012329,Policy-000575,1/8/2018,84315
p-00012330,Policy-000575,7/8/2018,84315
p-00012331,Policy-000575,1/8/2019,84315
p-00012332,Policy-000575,7/8/2019,84315
p-00012333,Policy-000575,1/8/2020,84315
p-00012334,Policy-000575,7/8/2020,84315
p-00012335,Policy-000585,2/6/2018,84315
p-00012336,Policy-000585,8/6/2018,84315
p-00012337,Policy-000585,2/6/2019,84315
p-00012338,Policy-000585,8/6/2019,84315
p-00012339,Policy-000585,2/6/2020,84315
p-00012340,Policy-000585,8/6/2020,84315
p-00012341,Policy-000599,3/11/2018,84315
p-00012342,Policy-000599,9/11/2018,84315
p-00012343,Policy-000599,3/11/2019,84315
p-00012344,Policy-000599,9/11/2019,84315
p-00012345,Policy-000599,3/11/2020,84315
p-00012346,Policy-000599,9/11/2020,84315
p-00012347,Policy-000600,6/6/2018,84315
p-00012348,Policy-000600,12/6/2018,84315
p-00012349,Policy-000621,1/26/2018,84315
p-00012350,Policy-000621,7/26/2018,84315
p-00012351,Policy-000624,4/14/2018,84315
p-00012352,Policy-000624,10/14/2018,84315
p-00012353,Policy-000624,4/14/2019,84315
p-00012354,Policy-000624,10/14/2019,84315
p-00012355,Policy-000624,4/14/2020,84315
p-00012356,Policy-000624,10/14/2020,84315
p-00012357,Policy-000626,8/10/2018,84315
p-00012358,Policy-000626,2/10/2019,84315
p-00012359,Policy-000674,2/16/2018,84315
p-00012360,Policy-000674,8/16/2018,84315
p-00012361,Policy-000674,2/16/2019,84315
p-00012362,Policy-000674,8/16/2019,84315
p-00012363,Policy-000674,2/16/2020,84315
p-00012364,Policy-000674,8/16/2020,84315
p-00012365,Policy-000678,1/2/2018,84315
p-00012366,Policy-000678,7/2/2018,84315
p-00012367,Policy-000719,8/26/2018,84315
p-00012368,Policy-000719,2/26/2019,84315
p-00012369,Policy-000719,8/26/2019,84315
p-00012370,Policy-000719,2/26/2020,84315
p-00012371,Policy-000719,8/26/2020,84315
p-00012372,Policy-000719,2/26/2021,84315
p-00012373,Policy-000727,3/3/2018,84315
p-00012374,Policy-000727,9/3/2018,84315
p-00012375,Policy-000727,3/3/2019,84315
p-00012376,Policy-000727,9/3/2019,84315
p-00012377,Policy-000727,3/3/2020,84315
p-00012378,Policy-000727,9/3/2020,84315
p-00012379,Policy-000762,9/6/2018,84315
p-00012380,Policy-000762,3/6/2019,84315
p-00012381,Policy-000783,6/22/2018,84315
p-00012382,Policy-000783,12/22/2018,84315
p-00012383,Policy-000783,6/22/2019,84315
p-00012384,Policy-000783,12/22/2019,84315
p-00012385,Policy-000783,6/22/2020,84315
p-00012386,Policy-000783,12/22/2020,84315
p-00012387,Policy-000791,5/20/2018,84315
p-00012388,Policy-000791,11/20/2018,84315
p-00012389,Policy-000832,1/20/2018,84315
p-00012390,Policy-000832,7/20/2018,84315
p-00012391,Policy-000838,6/3/2018,84315
p-00012392,Policy-000838,12/3/2018,84315
p-00012393,Policy-000838,6/3/2019,84315
p-00012394,Policy-000838,12/3/2019,84315
p-00012395,Policy-000838,6/3/2020,84315
p-00012396,Policy-000838,12/3/2020,84315
p-00012397,Policy-000840,3/20/2018,84315
p-00012398,Policy-000840,9/20/2018,84315
p-00012399,Policy-000853,7/8/2018,84315
p-00012400,Policy-000853,1/8/2019,84315
p-00012401,Policy-000853,7/8/2019,84315
p-00012402,Policy-000853,1/8/2020,84315
p-00012403,Policy-000853,7/8/2020,84315
p-00012404,Policy-000853,1/8/2021,84315
p-00012405,Policy-000855,3/9/2018,84315
p-00012406,Policy-000855,9/9/2018,84315
p-00012407,Policy-000875,3/23/2018,84315
p-00012408,Policy-000875,9/23/2018,84315
p-00012409,Policy-000892,5/10/2018,84315
p-00012410,Policy-000892,11/10/2018,84315
p-00012411,Policy-000892,5/10/2019,84315
p-00012412,Policy-000892,11/10/2019,84315
p-00012413,Policy-000892,5/10/2020,84315
p-00012414,Policy-000892,11/10/2020,84315
p-00012415,Policy-000920,8/4/2018,84315
p-00012416,Policy-000920,2/4/2019,84315
p-00012417,Policy-000944,5/23/2018,84315
p-00012418,Policy-000944,11/23/2018,84315
p-00012419,Policy-000984,1/13/2018,84315
p-00012420,Policy-000984,7/13/2018,84315
p-00012421,Policy-000984,1/13/2019,84315
p-00012422,Policy-000984,7/13/2019,84315
p-00012423,Policy-000984,1/13/2020,84315
p-00012424,Policy-000984,7/13/2020,84315
p-00012425,Policy-0001015,4/24/2018,84315
p-00012426,Policy-0001015,10/24/2018,84315
p-00012427,Policy-0001015,4/24/2019,84315
p-00012428,Policy-0001015,10/24/2019,84315
p-00012429,Policy-0001015,4/24/2020,84315
p-00012430,Policy-0001015,10/24/2020,84315
p-00012431,Policy-0001030,1/15/2018,84315
p-00012432,Policy-0001030,7/15/2018,84315
p-00012433,Policy-0001031,2/23/2018,84315
p-00012434,Policy-0001031,8/23/2018,84315
p-00012435,Policy-0001109,1/19/2018,84315
p-00012436,Policy-0001109,7/19/2018,84315
p-00012437,Policy-0001109,1/19/2019,84315
p-00012438,Policy-0001109,7/19/2019,84315
p-00012439,Policy-0001109,1/19/2020,84315
p-00012440,Policy-0001109,7/19/2020,84315
p-00012441,Policy-0001162,1/17/2018,84315
p-00012442,Policy-0001162,7/17/2018,84315
p-00012443,Policy-0001180,7/4/2018,84315
p-00012444,Policy-0001180,1/4/2019,84315
p-00012445,Policy-0001185,2/6/2018,84315
p-00012446,Policy-0001185,8/6/2018,84315
p-00012447,Policy-0001185,2/6/2019,84315
p-00012448,Policy-0001185,8/6/2019,84315
p-00012449,Policy-0001185,2/6/2020,84315
p-00012450,Policy-0001185,8/6/2020,84315
p-00012451,Policy-0001190,9/18/2018,84315
p-00012452,Policy-0001190,3/18/2019,84315
p-00012453,Policy-0001190,9/18/2019,84315
p-00012454,Policy-0001190,3/18/2020,84315
p-00012455,Policy-0001190,9/18/2020,84315
p-00012456,Policy-0001190,3/18/2021,84315
p-00012457,Policy-0001203,9/19/2018,84315
p-00012458,Policy-0001203,3/19/2019,84315
p-00012459,Policy-0001213,1/15/2018,84315
p-00012460,Policy-0001213,7/15/2018,84315
p-00012461,Policy-0001213,1/15/2019,84315
